Locus_tag	Translation_start	Translation_stop	Strand	Gene	Raw_counts_replicate_1	Raw_counts_replicate_2	RPKM
b2293	2409461	2410111	-	yfbT	32599	26942	68
b2294	2410122	2410616	-	yfbU	60490	46750	160
b2295	2410699	2411154	-	yfbV	41531	35294	125
b2296	2411492	2412694	+	ackA	528040	383870	559
b2297	2412769	2414913	+	pta	257351	200230	158
b2298	2415103	2416623	+	yfcC	40730	32326	36
b2299	2416656	2417198	-	yfcD	94291	70930	225
b2300	2417256	2417810	-	yfcE	83326	62654	194
b2301	2417863	2418507	-	yfcF	15128	14430	34
b2302	2418643	2419290	+	yfcG	8024	7945	18
b2303	2419347	2419709	+	folX	94915	91597	384
b2304	2419730	2420623	+	yfcH	49595	45661	79
b2305	2420671	2421561	-	yfcI	35745	34978	59
b2306	2421758	2422531	-	hisP	24284	20403	43
b2307	2422539	2423255	-	hisM	22635	15810	40
b2308	2423252	2423938	-	hisQ	36143	33352	75
b2309	2424028	2424810	-	hisJ	60599	50970	106
b2310	2425031	2425813	-	argT	34196	33244	64
b2311	2426079	2426648	-	ubiX	12894	12842	34
b2312	2426743	2428260	-	purF	63565	73531	68
b2313	2428297	2428785	-	cvpA	82967	71738	235
b2314	2429044	2429706	-	dedD	71824	41665	125
b2315	2429696	2430964	-	folC	238509	163306	233
b2316	2431034	2431948	-	accD	228725	205130	353
b2317	2432104	2432763	-	dedA	64439	50957	129
b2318	2432846	2433658	-	truA	45265	39127	77
b2319	2433658	2434671	-	usg	72950	59294	97
b2320	2434737	2435873	-	pdxB	102941	75070	116
b2321	2435972	2436967	+	flk	70641	62148	99
b2322	2436964	2438142	-	yfcJ	58998	50446	69
b2323	2438407	2439627	-	fabB	256282	214802	286
b2324	2439786	2441792	+	mnmC	118950	84041	75
b2325	2441913	2442191	-	yfcL	36632	27239	169
b2326	2442225	2442773	-	epmC	87943	70625	214
b2327	2442773	2443582	-	yfcA	63018	60947	114
b2328	2443582	2444406	-	mepA	56165	49519	95
b2329	2444410	2445495	-	aroC	91793	74940	114
b2330	2445530	2446462	-	prmB	112751	105927	175
b2331	2446628	2447179	+	smrB	84064	61141	194
b2332	2447250	2448071	-	yfcO	83214	81892	150
b2333	2448073	2448612	-	yfcP	9661	9703	27
b2334	2448609	2449097	-	yfcQ	5408	5097	16
b2335	2449094	2449606	-	yfcR	10139	9845	29
b2336	2449606	2450358	-	yfcS	12271	9331	21
b4661	2450378	2453023	-	yfcU	39519	45907	24
b2339	2453105	2453668	-	yfcV	6344	8067	19
b2340	2454349	2454834	-	sixA	20623	21237	64
b2341	2455037	2457181	-	fadJ	67987	51126	41
b2342	2457181	2458491	-	fadI	40992	22688	35
b2343	2458672	2458956	-	yfcZ	431460	324557	1959
b2344	2459328	2460668	+	fadL	314420	312816	350
b2345	2461034	2462092	+	yfdF	29795	26935	40
b2346	2462274	2463029	-	mlaA	77129	66019	141
b2347	2463323	2464255	+	yfdC	26436	23451	40
b2348	2464331	2464405	+	argW	4698	3482	81
b2349	2464567	2465724	+	intS	48339	33729	52
b2350	2465877	2466239	+	gtrA	89962	81507	352
b2351	2466236	2467156	+	gtrB	195147	156189	283
b2352	2467153	2468484	+	gtrS	170829	130914	168
b2353	2468837	2469127	+	tfaS	10752	7539	46
b2354	2469099	2469539	-	yfdK	9962	5669	26
b2355	2469566	2470144	-	yfdL	9645	6631	21
b2356	2470140	2470409	-	yfdM	3490	3618	20
b2357	2470409	2470903	-	yfdN	8641	6370	22
b2358	2470900	2471607	-	oweS	11847	10545	24
b2359	2471626	2471988	+	yfdP	6012	4288	21
b2360	2472054	2472878	+	yfdQ	11001	13130	22
b2361	2473006	2473542	+	yfdR	8930	6564	21
b2362	2473533	2473895	+	yfdS	6451	6031	26
b2363	2473895	2474200	+	yfdT	7673	5528	32
b4545	2474203	2474253	+	ypdJ	1059	1083	31
b4501	2474332	2474532	+	torI	19448	12772	118
b4643	2474606	2474620	+	pawZ	2592	1726	212
b2364	2474716	2475651	-	dsdC	31879	19102	40
b2365	2475869	2477206	+	dsdX	41603	32145	41
b2366	2477224	2478552	+	dsdA	73874	78366	86
b2367	2478660	2480198	-	emrY	26833	20524	23
b2368	2480198	2481361	-	emrK	10436	9764	13
b2369	2481777	2482391	+	evgA	98254	59612	188
b2370	2482396	2485989	+	evgS	190498	141133	68
b2371	2486045	2487190	-	yfdE	17641	19158	24
b2372	2487264	2488208	-	yfdV	12474	16263	23
b2373	2488278	2489972	-	oxc	21901	17777	17
b2374	2490026	2491276	-	frc	12217	10883	14
b2375	2491789	2492424	-	yfdX	15180	15600	36
b2376	2492720	2492995	+	ypdI	8862	5853	39
b2377	2493072	2493314	-	yfdY	36389	21835	175
b2378	2493667	2494587	+	lpxP	197667	137693	268
b4680	2494943	2495014	+	ypdK	2715	1950	48
b2379	2495079	2496317	-	alaC	35558	27783	38
b2380	2496693	2498390	+	ypdA	67047	55795	54
b2381	2498405	2499139	+	ypdB	37608	31091	69
b2382	2499152	2500009	+	ypdC	22392	20552	37
b2383	2500012	2502507	-	fryA	26075	23779	15
b2384	2502532	2503569	-	ypdE	14719	10720	18
b2385	2503569	2504654	-	ypdF	14931	11340	18
b2386	2504669	2505916	-	fryC	21615	15636	22
b2387	2505938	2506264	-	fryB	3776	3336	16
b2388	2506483	2507448	-	glk	74907	60840	104
b2389	2507652	2508908	+	yfeO	41167	33113	44
b2390	2509023	2509349	+	ypeC	20581	17568	87
b2392	2509490	2510728	-	mntH	67282	47600	68
b2393	2511064	2512266	+	nupC	520079	375662	549
b2394	2512353	2513465	+	insL1	171583	140294	208
b2395	2513665	2515854	-	yfeA	178238	159257	115
b2396	2516063	2516138	-	alaX	8157	5583	133
b2397	2516178	2516253	-	alaW	24621	18217	416
b2398	2516489	2516833	+	yfeC	95387	46429	298
b2399	2516835	2517227	+	yfeD	98174	56910	288
b2400	2517279	2518694	-	gltX	491320	415805	476
b2401	2518953	2519028	+	valU	28622	24544	520
b2402	2519073	2519148	+	valX	20869	16261	361
b2403	2519195	2519270	+	valY	18978	13872	319
b2404	2519275	2519350	+	lysV	16170	12597	280
b2405	2519615	2520499	-	xapR	21521	18343	33
b2406	2520751	2522007	-	xapB	31965	27496	35
b2407	2522067	2522900	-	xapA	20228	16410	33
b2408	2523149	2523913	+	yfeN	17540	15884	33
b2409	2523952	2524878	-	yfeR	19913	17706	30
b2410	2524968	2525966	+	yfeH	76789	60217	102
b4546	2525963	2526181	-	ypeB	10516	6875	58
b2411	2526183	2528198	-	ligA	104698	81716	68
b2412	2528269	2529255	-	zipA	163587	119232	211
b2413	2529485	2530246	+	cysZ	99581	84902	180
b2414	2530431	2531402	+	cysK	147460	128238	211
b2415	2531786	2532043	+	ptsH	391943	340188	2109
b2416	2532088	2533815	+	ptsI	1677496	1386183	1315
b2417	2533856	2534365	+	crr	314280	274085	858
b2418	2534408	2535259	-	pdxK	71526	60029	115
b2419	2535364	2535738	+	yfeK	27249	33311	122
b2420	2535771	2536505	+	yfeS	51842	52870	107
b2421	2536694	2537605	-	cysM	38028	28808	54
b2422	2537739	2538836	-	cysA	17334	12688	20
b2423	2538826	2539701	-	cysW	14649	14387	25
b2424	2539701	2540534	-	cysU	32984	25032	51
b2425	2540534	2541550	-	cysP	13625	12298	19
b2426	2541854	2542645	-	ucpA	343927	238885	542
b2427	2542774	2543631	-	murR	17484	13715	27
b2428	2543795	2544691	+	murQ	29005	26235	46
b2429	2544695	2546119	+	murP	33368	28366	32
b2430	2546124	2547428	+	yfeW	25206	22694	27
b2431	2547668	2548567	-	yfeX	127701	91463	180
b2432	2548663	2549238	-	yfeY	72662	68025	182
b2433	2549299	2549748	-	yfeZ	32809	24052	93
b2434	2549735	2550160	-	ypeA	17422	13652	54
b2435	2550374	2551243	+	amiA	71526	60943	113
b2436	2551247	2552146	+	hemF	30658	25454	46
b2437	2552152	2553204	-	eutR	22819	16536	28
b2438	2553250	2553750	-	eutK	4800	3667	13
b2439	2553763	2554422	-	eutL	6024	6385	14
b2440	2554432	2555319	-	eutC	12402	13249	22
b2441	2555340	2556701	-	eutB	80502	47428	69
b2451	2563503	2564906	-	eutA	17707	10731	15
b2452	2564903	2566129	-	eutH	19551	16923	22
b2453	2566346	2567533	-	eutG	15491	14878	19
b2454	2567523	2568359	-	eutJ	11939	8264	18
b2455	2568370	2569773	-	eutE	13615	11171	13
b2456	2569785	2570072	-	eutN	3306	2476	15
b2457	2570179	2570472	-	eutM	5266	4076	24
b2458	2570511	2571527	-	eutD	18142	12605	22
b2459	2571524	2572327	-	eutT	8430	6660	14
b2460	2572324	2573025	-	eutQ	12658	10330	24
b2461	2573000	2573479	-	eutP	5169	3800	14
b2462	2573492	2573827	-	eutS	3889	3254	16
b2463	2574120	2576399	-	maeB	219940	175504	128
b2464	2576688	2577638	+	talA	22277	17129	31
b2465	2577658	2579661	+	tktB	64811	50690	43
b2466	2579756	2580799	-	ypfG	38947	29965	49
b2467	2580925	2581500	-	nudK	54585	40941	123
b2468	2581568	2583547	-	aegA	40563	37519	29
b2469	2583753	2585453	+	narQ	70612	56230	55
b2470	2585617	2588730	+	acrD	71555	51314	29
b4606	2588829	2588888	-	ypfM	3788	2707	80
b2471	2589269	2589625	+	yffB	42565	44360	182
b2472	2589629	2590756	+	dapE	115330	90084	135
b4547	2590784	2590984	+	ypfN	19843	16205	133
b2473	2591094	2591792	-	ypfH	21527	16002	40
b2474	2591866	2593881	-	tmcA	64393	59002	46
b2475	2593896	2594759	-	ypfJ	47704	34504	70
b2476	2594927	2595640	-	purC	63437	62733	132
b2477	2595853	2596887	-	bamC	192862	168436	260
b2478	2596904	2597782	-	dapA	404792	344781	633
b2479	2597928	2598500	+	gcvR	63829	60185	161
b2480	2598500	2598970	+	bcp	106301	108572	341
b2481	2599223	2599840	+	hyfA	6070	7593	17
b2482	2599840	2601858	+	hyfB	49971	43332	34
b2483	2601869	2602816	+	hyfC	17602	16747	27
b2484	2602833	2604272	+	hyfD	33020	22119	28
b2485	2604284	2604934	+	hyfE	13511	9682	26
b2486	2604939	2606519	+	hyfF	32470	22823	26
b2487	2606509	2608176	+	hyfG	28672	20689	22
b2488	2608186	2608731	+	hyfH	8640	8038	23
b2489	2608728	2609486	+	hyfI	10520	7725	18
b2490	2609479	2609892	+	hyfJ	13897	8894	40
b2491	2609922	2611934	+	hyfR	32771	29852	23
b2492	2611956	2612804	+	focB	46816	42669	79
b2493	2612842	2613903	-	yfgO	73110	52025	87
b2494	2614116	2615579	+	yfgC	106173	90261	100
b2495	2615600	2615959	+	yfgD	42183	31532	151
b2496	2616097	2616798	-	hda	91314	66867	166
b2497	2616893	2618182	-	uraA	46240	41112	50
b2498	2618268	2618894	-	upp	115063	85255	236
b2499	2619219	2620256	+	purM	32464	46397	58
b2500	2620256	2620894	+	purN	25443	28440	63
b2501	2621066	2623132	+	ppk	164022	122502	102
b2502	2623137	2624678	+	ppx	131128	138331	131
b2503	2624717	2626960	-	yfgF	48916	47432	32
b2504	2627312	2627503	+	yfgG	58708	29170	332
b2505	2627814	2628332	+	yfgH	9134	7149	23
b2506	2628348	2628887	+	yfgI	35670	31802	93
b2507	2628980	2630557	-	guaA	264178	212385	224
b2508	2630626	2632092	-	guaB	377877	363475	377
b2509	2632254	2633624	+	xseA	184455	133305	171
b2510	2633621	2633836	-	yfgJ	45132	34958	274
b2511	2633906	2635378	-	der	258668	200790	231
b2512	2635496	2636674	-	bamB	204434	131554	209
b2513	2636685	2637305	-	yfgM	209591	179253	465
b2514	2637323	2638597	-	hisS	388332	313755	408
b2515	2638708	2639826	-	ispG	350765	337268	459
b2516	2639853	2640866	-	rodZ	249624	209986	336
b2517	2641151	2642305	-	rlmN	137744	133959	176
b2518	2642455	2642886	-	ndk	71365	82461	268
b2519	2643035	2645347	-	pbpC	45039	37745	27
b2520	2645348	2650309	-	yfhM	238436	191054	64
b2521	2650516	2651361	+	sseA	61126	39022	87
b4440	2651877	2652180	+	ryfA	28914	25270	133
b2522	2652179	2652955	-	sseB	140072	108489	237
b2523	2653097	2654380	-	pepB	86179	58509	83
b2524	2654558	2654758	-	iscX	60144	52182	415
b2525	2654770	2655105	-	fdx	65936	52757	262
b2526	2655107	2656957	-	hscA	254627	199836	182
b2527	2656974	2657489	-	hscB	109200	84476	278
b2528	2657585	2657908	-	iscA	373335	294102	1525
b2529	2657925	2658311	-	iscU	242020	211928	872
b2530	2658339	2659553	-	iscS	356724	345504	432
b2531	2659665	2660153	-	iscR	82217	83036	253
b2532	2660605	2661345	-	trmJ	164991	133277	298
b2533	2661464	2662267	+	suhB	383425	496553	827
b2534	2662412	2663266	+	yfhR	30652	33154	56
b2535	2663457	2664737	+	csiE	63174	50595	66
b2536	2664729	2665868	-	hcaT	67469	60669	84
b4706	2666028	2666093	-	iroK	14289	8789	256
b2537	2666028	2666918	-	hcaR	189147	151097	283
b2538	2667054	2668415	+	hcaE	28600	22014	27
b2539	2668412	2668930	+	hcaF	7833	7997	23
b2540	2668930	2669250	+	hcaC	3835	3035	16
b2541	2669247	2670059	+	hcaB	11325	8645	18
b2542	2670069	2671271	+	hcaD	20528	19885	25
b2543	2671368	2671790	+	yphA	8894	7559	29
b2544	2671838	2672710	-	yphB	15681	12246	24
b2545	2672722	2673783	-	yphC	26057	20380	32
b2546	2673849	2674847	-	yphD	34710	28005	47
b2547	2674872	2676383	-	yphE	30619	26595	28
b2548	2676406	2677389	-	yphF	27223	20179	36
b2549	2677486	2680767	-	yphG	42146	33490	17
b2550	2680885	2682078	+	yphH	47959	40382	55
b2551	2682276	2683529	-	glyA	247473	217201	276
b2552	2683857	2685047	+	hmp	62940	57784	76
b2553	2685092	2685430	-	glnB	48232	49202	215
b2554	2685491	2686825	-	glrR	41275	40433	46
b2555	2686815	2687528	-	yfhG	32181	28664	63
b2556	2687693	2689120	-	glrK	70479	57934	67
b4441	2689179	2689362	-	glmY	20284	14167	138
b2557	2689678	2693565	-	purL	105552	115708	43
b2558	2693823	2695379	+	mltF	57287	60789	57
b2559	2695376	2695879	-	tadA	39139	40236	118
b2560	2695937	2696572	-	pgpC	55972	35763	106
b2561	2696781	2697629	+	yfhH	27137	22744	44
b2562	2697685	2697945	+	yfhL	180396	201793	1100
b4687	2698139	2698219	-	shoB	4267	5058	87
b4608	2698542	2698618	+	ohsC	1974	1819	37
b2563	2698640	2699020	-	acpS	72321	64291	267
b2564	2699020	2699751	-	pdxJ	72044	65938	140
b2565	2699763	2700491	-	recO	54327	40830	96
b2566	2700503	2701408	-	era	180814	164076	283
b2567	2701405	2702085	-	rnc	202929	201763	444
b2568	2702357	2703331	-	lepB	355379	268088	472
b2569	2703347	2705146	-	lepA	471320	441218	378
b2570	2705344	2705823	-	rseC	60827	72376	209
b2571	2705820	2706776	-	rseB	176914	178992	278
b2572	2706776	2707426	-	rseA	305267	260287	645
b2573	2707459	2708034	-	rpoE	505751	426689	1202
b2574	2708442	2710064	+	nadB	30808	25242	26
b2575	2710049	2710786	-	yfiC	46633	42033	89
b2576	2710918	2712252	+	srmB	231179	213846	248
b2577	2712461	2713342	-	yfiE	56419	36551	77
b2578	2713445	2714032	+	eamB	29580	17514	59
b2579	2714088	2714471	-	grcA	418379	252473	1279
b2580	2714776	2715465	+	ung	143691	104013	265
b2581	2715513	2716550	-	yfiF	128089	99088	162
b2582	2716757	2717176	+	trxC	24641	35365	108
b2583	2717245	2717943	+	yfiP	28654	25141	57
b2584	2717975	2720635	+	pka	118582	100457	61
b2585	2720749	2722104	+	pssA	202525	234498	243
b2586	2722150	2722473	+	yfiM	60897	55659	268
b2587	2722470	2723768	-	kgtP	788207	828707	933
b2588	2724091	2724210	-	rrfG	900	97	6
b2589	2724303	2727206	-	rrlG	4443392	3666375	2071
b2590	2727391	2727466	-	gltW	132526	116759	2439
b2591	2727638	2729179	-	rrsG	2696471	2921125	2733
b2592	2729622	2732195	-	clpB	697434	587458	371
b4609	2732175	2732317	-	ryfD	30058	23297	276
b2593	2732325	2733056	-	yfiH	54349	37177	92
b2594	2733053	2734033	-	rluD	93281	86436	137
b2595	2734168	2734905	+	bamD	213881	191849	409
b2597	2735176	2735517	+	raiA	1453891	1450643	6350
b2598	2735621	2735668	+	pheL	4387	2955	112
b2599	2735767	2736927	+	pheA	101550	98206	128
b2600	2736970	2738091	-	tyrA	58648	42086	66
b2601	2738102	2739172	-	aroF	87645	62484	103
b2602	2739382	2739747	+	yfiL	13039	12442	52
b2603	2739897	2740415	+	yfiR	200939	103852	427
b2604	2740405	2741631	+	yfiN	150296	96970	148
b2605	2741647	2742129	+	yfiB	95235	75529	262
b2606	2742205	2742552	-	rplS	1212561	905334	4494
b2607	2742594	2743361	-	trmD	3620363	3082245	6481
b2608	2743392	2743940	-	rimM	3526796	3440448	9479
b2609	2743959	2744207	-	rpsP	1209756	1219527	7297
b2610	2744456	2745817	-	ffh	464358	374523	456
b2611	2745984	2746775	+	ypjD	77166	53739	122
b4461	2746796	2748082	+	yfjD	57974	43069	58
b2614	2748137	2748730	-	grpE	1510832	1306546	3524
b2615	2748853	2749731	+	nadK	40632	34594	64
b2616	2749817	2751478	+	recN	117790	85692	90
b2617	2751627	2751968	+	bamE	238345	268895	1115
b2618	2752030	2752320	-	ratB	98797	83781	466
b2619	2752310	2752786	-	ratA	146191	113817	403
b2620	2752918	2753400	+	smpB	61021	50252	171
b2621	2753615	2753977	+	ssrA	2410069	2352049	9799
b2622	2754181	2755422	+	intA	62241	69896	80
b2623	2755666	2756622	-	yfjH	27995	24958	41
b2624	2756666	2756878	+	alpA	3997	3174	25
b2625	2757007	2758416	+	yfjI	19678	17131	19
b2626	2758569	2759195	+	yfjJ	7387	9178	20
b2627	2759373	2761562	-	yfjK	100953	120029	76
b2628	2761559	2763175	-	yfjL	104141	95051	92
b2629	2763535	2763798	-	yfjM	13485	11593	71
b2630	2763940	2765013	+	rnlA	640223	532808	810
b2631	2765006	2765377	+	rnlB	225064	216140	885
b2632	2765732	2766595	+	yfjP	18195	13414	27
b2633	2766687	2767508	+	yfjQ	30804	20503	46
b2634	2767725	2768426	+	yfjR	8919	8560	19
b2635	2768467	2768703	+	ypjK	5635	4751	33
b2636	2768703	2769146	+	yfjS	9850	10357	34
b2637	2769170	2769637	+	yfjT	10267	10358	33
b2638	2770024	2770176	-	yfjU	3477	4509	39
b2641	2770189	2771204	-	yfjV	30813	19860	37
b2642	2771340	2773043	+	yfjW	26516	20300	20
b4644	2773567	2773838	+	ypjI	4122	3504	21
b2643	2773941	2774399	+	yfjX	7891	6635	24
b2644	2774408	2774890	+	yfjY	4020	4867	14
b4548	2774899	2775099	+	ypjJ	1420	1289	10
b2645	2775137	2775454	+	yfjZ	4149	3555	18
b2646	2775475	2775804	+	ypjF	6594	8464	34
b4645	2775994	2776007	+	psaA	1491	1144	139
b2647	2776168	2780748	-	ypjA	148880	129590	45
b2648	2781087	2781326	-	pinH	4049	3898	25
b2650	2781660	2783033	-	ypjC	11081	12951	13
b2652	2783784	2783859	-	ileY	442	746	12
b4462	2784419	2786671	+	ygaQ	31483	28631	20
b2659	2787007	2787984	+	csiD	14486	14198	22
b2660	2788004	2789272	+	lhgO	17190	16683	20
b2661	2789295	2790743	+	gabD	13338	12329	13
b2662	2790757	2792037	+	gabT	20489	17398	22
b2663	2792275	2793675	+	gabP	28207	27369	30
b2664	2793696	2794358	+	csiR	24272	19149	49
b2665	2794359	2794808	-	ygaU	19831	15766	59
b2666	2794892	2795050	-	yqaE	5172	5274	49
b2667	2795233	2795532	+	ygaV	7028	4251	28
b2668	2795542	2796066	+	ygaP	28375	19141	67
b2669	2796113	2796517	-	stpA	12357	22766	67
b2670	2797186	2797635	+	alaE	56198	35472	149
b2671	2797672	2798016	-	ygaC	27116	16991	94
b2672	2798168	2798497	+	ygaM	8240	6953	34
b2673	2798745	2798990	+	nrdH	2150	1848	12
b2674	2798987	2799397	+	nrdI	3334	5043	16
b2675	2799370	2801514	+	nrdE	41097	34556	26
b2676	2801524	2802483	+	nrdF	16267	16415	26
b2677	2802837	2804039	+	proV	26656	26805	33
b2678	2804032	2805096	+	proW	16637	15149	22
b2679	2805154	2806146	+	proX	23987	18273	31
b2681	2806338	2807515	+	ygaY	35577	29929	41
b2682	2807639	2808376	+	ygaZ	60772	45819	107
b2683	2808366	2808701	+	ygaH	7508	7681	34
b2684	2808792	2809322	+	mprA	97011	85894	256
b2685	2809449	2810621	+	emrA	144310	114899	164
b2686	2810638	2812176	+	emrB	41201	30529	34
b2687	2812240	2812755	-	luxS	57319	44112	145
b4442	2812824	2812901	+	micA	40894	34727	720
b2688	2812905	2814461	-	gshA	302255	271293	274
b2689	2814534	2814962	-	yqaA	69277	55001	214
b2690	2814959	2815525	-	yqaB	67748	63061	172
b2691	2815806	2815882	-	argQ	63792	44072	1031
b2692	2816081	2816157	-	argZ	122417	94346	2082
b2693	2816220	2816296	-	argY	96352	74343	1639
b2694	2816495	2816571	-	argV	85245	64016	1432
b2695	2816575	2816667	-	serV	476620	441550	7358
b2696	2816983	2817168	-	csrA	163911	119040	1122
b2697	2817403	2820033	-	alaS	1129760	866203	561
b2698	2820161	2820661	-	recX	13939	12924	40
b2699	2820730	2821791	-	recA	340311	224871	391
b2700	2821871	2822368	-	pncC	24668	20911	68
b2701	2822513	2823598	-	mltB	24403	21854	32
b2702	2823854	2824417	+	srlA	38637	24962	83
b2703	2824414	2825373	+	srlE	38075	27021	50
b2704	2825384	2825755	+	srlB	23313	19767	86
b2705	2825759	2826538	+	srlD	91300	74935	158
b2706	2826643	2827002	+	gutM	9055	8357	36
b2707	2827069	2827842	+	srlR	73990	69287	138
b2708	2827835	2828800	+	gutQ	41168	35845	59
b2709	2828797	2830311	-	norR	49928	35019	41
b2710	2830498	2831937	+	norV	19278	24856	23
b2711	2831934	2833067	+	norW	19385	12816	21
b2712	2833195	2835447	-	hypF	56765	44836	33
b2713	2835600	2836127	-	hydN	14134	9792	33
b2714	2836276	2837286	-	ascG	33311	29322	46
b2715	2837546	2839003	+	ascF	20691	18939	20
b2716	2839012	2840436	+	ascB	26944	21739	25
b2717	2840595	2841065	-	hycI	16935	8920	40
b2718	2841058	2841468	-	hycH	8377	7215	28
b2719	2841465	2842232	-	hycG	15152	13571	28
b2720	2842232	2842774	-	hycF	8655	7121	22
b2721	2842784	2844493	-	hycE	25140	24529	22
b2722	2844511	2845434	-	hycD	24909	19319	35
b2723	2845437	2847263	-	hycC	36837	28469	26
b2724	2847260	2847871	-	hycB	7715	6688	17
b2725	2847996	2848457	-	hycA	9264	6030	24
b2726	2848669	2849019	+	hypA	34436	31150	139
b2727	2849023	2849895	+	hypB	31197	27741	50
b2728	2849886	2850158	+	hypC	9681	6210	43
b2729	2850158	2851279	+	hypD	46196	41727	58
b2730	2851276	2852286	+	hypE	44778	45818	67
b2731	2852360	2854438	+	fhlA	91177	94636	67
b2732	2854475	2854828	-	ygbA	6405	5980	26
b2733	2855115	2857676	+	mutS	118431	98973	63
b2734	2857782	2858438	+	pphB	11946	10072	25
b2735	2858489	2859256	-	ygbI	28876	18785	46
b2736	2859452	2860360	+	ygbJ	17639	17531	29
b2737	2860357	2861523	+	ygbK	18551	17168	23
b2738	2861615	2862253	+	ygbL	14481	9924	28
b2739	2862258	2863034	+	ygbM	14121	9083	22
b2740	2863123	2864487	+	ygbN	30745	24736	30
b2741	2864581	2865573	-	rpoS	233837	176699	305
b2742	2865636	2866775	-	nlpD	393139	272205	430
b2743	2866915	2867541	-	pcm	68995	52763	144
b2744	2867535	2868296	-	surE	70752	61756	129
b2745	2868277	2869326	-	truD	145643	113103	182
b2746	2869323	2869802	-	ispF	44587	36156	125
b2747	2869802	2870512	-	ispD	36108	31604	71
b2748	2870531	2870842	-	ftsB	67878	56527	296
b2749	2871036	2871359	-	ygbE	26507	19544	105
b2750	2871409	2872014	-	cysC	7891	7241	19
b2751	2872014	2873441	-	cysN	19919	23715	23
b2752	2873443	2874351	-	cysD	14725	12986	23
b2753	2874603	2875640	+	iap	112007	87196	142
b2754	2876591	2876875	-	ygbF	15375	12003	71
b2755	2876877	2877794	-	ygbT	26051	24000	41
b2756	2877810	2878409	-	casE	25007	26707	65
b2757	2878396	2879070	-	casD	17739	17186	39
b2758	2879073	2880164	-	casC	28457	23680	35
b2759	2880177	2880659	-	casB	11065	9857	32
b2760	2880652	2882160	-	casA	28358	24820	26
b2761	2882575	2885241	-	ygcB	59948	55632	32
b4701	2885376	2885431	+	sokX	1119	958	28
b2762	2885600	2886334	-	cysH	14105	13286	28
b2763	2886409	2888121	-	cysI	34837	26800	27
b2764	2888121	2889920	-	cysJ	25530	22385	20
b2765	2890236	2890601	+	queD	28781	33135	127
b2766	2890679	2891950	+	ygcN	38988	34155	43
b2767	2891941	2892201	+	ygcO	5051	4907	29
b2768	2892218	2892793	+	ygcP	20602	18000	50
b2769	2892941	2893801	-	ygcQ	28343	23967	45
b2770	2893798	2894577	-	ygcR	27299	21065	46
b2771	2894555	2895892	-	ygcS	28022	23565	29
b4463	2895986	2897440	-	ygcU	15009	14461	15
b2774	2897510	2898295	-	ygcW	12219	11236	22
b2775	2898614	2899891	+	yqcE	18677	18517	22
b2776	2899918	2901396	+	ygcE	26950	19808	23
b2777	2902769	2903440	-	queE	57915	36904	104
b4682	2903579	2903719	+	yqcG	1158	1662	15
b2778	2903733	2904605	+	ygcG	20451	15834	31
b2779	2904665	2905963	-	eno	1515276	1327883	1627
b2780	2906051	2907688	-	pyrG	734222	598947	603
b2781	2907916	2908707	-	mazG	115460	93397	195
b2782	2908778	2909113	-	mazF	34397	31085	145
b2783	2909113	2909361	-	mazE	27662	20639	143
b2784	2909439	2911673	-	relA	139758	111001	83
b2785	2911721	2913022	-	rlmD	80277	60803	80
b2786	2913079	2915835	+	barA	120310	105999	61
b2787	2916067	2917407	-	gudD	30597	27941	33
b2788	2917428	2918768	-	gudX	17806	16131	19
b2789	2918770	2920122	-	gudP	43560	37929	45
b2790	2920557	2921006	-	yqcA	58876	51064	182
b2791	2921024	2921806	-	truC	38368	35267	70
b2792	2921806	2922135	-	yqcC	27101	22283	111
b4408	2922178	2922546	-	csrB	1658931	1011789	5299
b2793	2922757	2923302	-	syd	85895	63936	203
b2794	2923370	2924218	+	queF	94734	87926	160
b2795	2924330	2925694	+	ygdH	240914	181907	229
b2796	2926251	2927540	+	sdaC	496532	416188	525
b2797	2927598	2928965	+	sdaB	244076	192493	236
b2798	2929077	2929832	+	ygdG	62077	48091	108
b2799	2929887	2931035	-	fucO	49369	41263	59
b2800	2931063	2931710	-	fucA	25422	21343	54
b2801	2932257	2933573	+	fucP	22064	17785	22
b2802	2933606	2935381	+	fucI	31332	28049	25
b2803	2935460	2936908	+	fucK	39555	38195	40
b2804	2936910	2937332	+	fucU	11777	10327	39
b2805	2937390	2938121	+	fucR	41853	31128	74
b2806	2938165	2939265	-	rlmM	89791	70336	108
b2807	2939258	2939653	-	ygdD	32085	21351	99
b2808	2939672	2940589	-	gcvA	69375	58321	103
b4443	2940718	2940923	+	gcvB	201803	92612	1035
b2809	2940940	2941167	-	ygdI	340246	154602	1571
b2810	2941359	2942564	+	csdA	114076	92357	127
b2811	2942564	2943007	+	csdE	64085	60241	209
b2812	2943058	2943864	-	csdL	67444	51405	109
b2813	2944103	2945200	-	mltA	55637	46322	69
b2814	2945409	2945485	+	metZ	546279	616664	11351
b2815	2945519	2945595	+	metW	141956	167774	3029
b2816	2945629	2945705	+	metV	77942	75671	1490
b2817	2945779	2947032	-	amiC	120874	97217	129
b2818	2947264	2948595	+	argA	28670	26978	31
b2819	2948657	2950483	-	recD	53197	42129	39
b2820	2950483	2954025	-	recB	113043	97045	44
b2821	2954018	2956906	-	ptrA	116777	105262	57
b2822	2957082	2960450	-	recC	108770	94753	45
